user_id,age
18839,2
18955,2
18996,2
19025,0
19029,2
19034,1
19050,1
19057,2
19076,1
19149,1
19152,1
19158,2
19173,2
19223,3
19286,4
19291,4
19292,1
19327,1
19383,3
19446,2
19450,2
19473,1
19489,1
19492,1
19497,1
19502,1
19518,1
19561,1
19661,1
19735,1
19771,1
19772,4
19803,1
19861,0
19880,4
19907,1
19923,1
19957,1
19992,2
20079,2
20084,1
20087,4
20094,2
20117,3
20119,1
20165,1
20237,4
20250,2
20261,1
20267,2
20268,2
20305,1
20321,3
20342,2
20392,2
20394,1
20418,1
20446,3
20477,1
20488,1
20660,2
20661,1
20681,1
20721,4
20737,2
20798,2
20854,1
20928,1
21021,2
21033,1
21047,1
21092,2
21144,2
21165,1
21179,4
21196,3
21223,1
21233,2
21241,2
21248,1
21294,3
21304,4
21311,2
21327,1
21375,1
21393,2
21433,2
21464,2
21490,2
21557,0
21570,1
21597,1
21621,2
21627,2
21671,2
21686,1
21701,3
21714,3
21746,0
21799,1
21899,2
21932,1
21941,1
21949,1
21965,1
21970,2
21985,2
21986,1
22076,2
22150,1
22171,1
22193,2
22247,3
22264,1
22267,1
22348,3
22402,0
22406,0
22444,2
22456,2
22502,1
22536,2
22558,1
22576,2
22586,2
22818,1
22823,1
22874,2
22876,1
22879,1
22943,2
22973,2
23037,3
23088,1
23096,0
23207,2
23244,0
23282,1
23432,3
23455,2
23469,2
23491,2
23492,1
23506,2
23545,1
23660,2
23727,1
23782,1
23787,1
23799,2
23818,1
23863,1
23884,1
23888,2
23915,1
23947,1
24046,1
24055,1
24092,1
24104,0
24127,1
24139,1
24183,1
24234,3
24235,1
24255,1
24272,1
24282,1
24355,0
24359,2
24364,3
24445,2
24457,0
24485,2
24489,0
24536,1
24537,2
24553,1
24609,2
24619,1
24762,1
24823,3
24862,2
24865,1
24923,2
24943,1
25009,1
25084,1
25152,1
25200,0
25226,0
25231,0
25233,1
25237,1
25262,0
25269,4
25278,1
25286,2
25340,1
25350,1
25407,2
25409,1
25447,0
25483,1
25584,1
25593,3
25595,1
25601,2
25614,1
25623,1
25624,2
25649,3
25660,4
25669,1
25685,2
25735,2
25745,1
25826,3
25845,1
25874,1
26033,1
26104,2
26139,2
26223,1
26229,1
26248,1
26258,2
26263,2
26272,1
26273,1
26301,3
26302,1
26314,4
26335,4
26368,1
26403,1
26406,4
26411,2
26413,2
26417,1
26438,2
26466,2
26473,1
26478,1
26486,0
26500,2
26568,4
26597,2
26598,1
26600,1
26620,0
26665,2
26667,2
26687,1
26745,1
26806,4
26815,4
26849,1
26850,2
26862,1
26896,2
26924,1
26942,2
26988,1
27045,2
27049,2
27065,2
27218,1
27255,1
27421,2
27426,2
27428,1
27429,3
27476,1
27477,2
27571,2
27585,2
27613,1
27723,2
27804,1
27914,2
27979,4
28002,1
28007,1
28033,1
28036,1
28037,1
28039,2
28078,2
28079,2
28167,1
28179,2
28192,1
28206,2
28217,3
28242,1
28243,3
28249,3
28257,2
28300,1
28357,3
28358,1
28367,1
28386,2
28387,1
28390,1
28413,2
28418,2
28448,1
28453,1
28501,1
28508,2
28540,3
28549,1
28665,2
28753,1
28777,2
28790,2
28794,2
28821,1
28825,1
28846,2
28866,4
28905,2
28937,2
28959,1
28967,2
28983,1
29018,1
29024,1
29037,1
29048,1
29061,2
29065,1
29083,2
29118,2
29143,2
29193,2
29199,2
29266,1
29291,1
29294,2
29309,1
29322,1
29333,1
29540,1
29543,0
29563,1
29569,1
29597,0
29614,2
29623,2
29643,1
29659,2
29672,3
29677,1
29678,1
29684,2
29743,1
29757,1
29802,1
29824,1
29844,1
29861,0
29877,0
29891,2
30016,3
30019,2
30025,0
30029,2
30072,1
30081,2
30086,1
30109,0
30139,1
30150,2
30161,2
30203,2
30236,4
30240,1
30268,2
30285,1
30300,1
30307,0
30309,1
30329,1
30331,4
30344,1
30392,0
30410,1
30418,2
30428,2
30447,4
30465,2
30534,0
30551,1
30553,3
30586,1
30617,1
30636,0
30667,2
30675,4
30737,0
30751,2
30814,1
30832,1
30843,2
30853,2
30865,1
30870,2
30912,1
30917,1
30928,1
30933,1
30970,2
31004,2
31063,1
31085,1
31089,2
31106,1
31158,3
31171,2
31192,2
31209,1
31216,1
31224,1
31266,2
31273,2
31319,1
31419,1
31427,0
31436,3
31449,2
31462,2
31501,2
31509,2
31555,3
31559,2
31596,5
31597,1
31685,3
31751,3
31758,2
31786,2
31873,1
31945,2
32016,2
32059,1
32073,1
32077,0
32084,2
32098,2
32118,3
32138,1
32145,1
32168,4
32197,0
32199,1
32288,2
32289,1
32295,1
32305,2
32310,2
32371,1
32374,1
32375,1
32407,1
32417,1
32470,4
32474,2
32490,2
32517,0
32525,1
32582,2
32588,3
32622,3
32667,1
32718,1
32819,2
32825,1
32889,3
32892,2
32940,3
32953,2
32963,2
32987,1
33050,1
33102,2
33107,1
33108,3
33123,2
33155,1
33188,2
33205,4
33269,1
33271,2
33276,2
33418,1
33544,2
33561,2
33593,0
33622,1
33628,2
33688,2
33751,1
33760,0
33772,1
33857,1
33859,1
33889,0
33956,2
33980,3
33985,1
33991,2
34056,1
34073,2
34090,1
34129,2
34234,2
34264,1
34311,1
34340,1
34349,1
34398,1
34416,0
34423,1
34426,0
34450,2
34452,2
34464,0
34488,0
34503,2
34507,2
34592,1
34607,2
34649,0
34650,1
34660,2
34695,1
34706,2
34726,1
34731,2
34736,1
34789,1
34844,2
34862,4
34893,2
34910,1
34911,1
34949,3
35010,3
35016,2
35019,1
35034,2
35046,1
35052,3
35116,1
35139,2
35168,1
35170,1
35210,2
35262,1
35284,2
35287,1
35372,2
35373,1
35381,0
35426,1
35427,2
35515,1
35564,1
35594,2
35684,1
35710,2
35719,3
35739,0
35783,3
35787,2
35795,2
35815,1
35898,2
35966,1
35967,1
35974,1
36020,2
36028,2
36068,1
36069,1
36074,2
36091,2
36102,2
36132,2
36149,1
36152,2
36212,1
36213,3
36241,2
36265,2
36281,1
36291,1
36404,0
36440,2
36456,1
36481,2
36490,1
36526,1
36532,0
36550,1
36556,1
36579,1
36590,2
36605,2
36611,2
36633,1
36643,1
36690,0
36698,2
36703,1
36706,3
36723,1
36803,1
36832,3
36991,1
36993,1
36998,3
37050,2
37068,1
37080,2
37103,1
37105,2
37124,2
37163,3
37190,2
37223,2
37235,1
37261,4
37288,1
37328,2
37371,1
37521,2
37587,2
37613,1
37615,1
37654,0
37679,2
37735,0
37736,2
37895,0
37902,1
37915,1
37971,1
37973,2
37984,2
37991,4
38034,3
38052,3
38064,1
38080,2
38097,1
38105,1
38132,2
38135,3
38156,2
38168,1
38293,3
38337,3
38346,2
38377,1
38396,2
38418,2
38442,1
38446,1
38448,2
38469,1
38494,1
38551,2
38610,2
38694,2
38793,2
38856,2
38875,3
38878,1
38896,0
38923,2
38930,1
38996,1
39009,2
39028,1
39104,2
39117,2
39121,0
39252,2
39267,1
39317,2
39325,2
39328,0
39355,1
39413,1
39415,1
39520,1
39545,2
39596,1
39627,2
39636,1
39661,1
39670,0
39690,1
39695,1
39746,2
39777,1
39839,1
39840,0
39866,2
39877,1
39972,3
39980,0
40026,1
40115,1
40164,2
40196,0
40223,2
40230,1
40244,2
40255,1
40305,1
40307,1
40383,2
40436,2
40539,1
40542,1
40547,3
40576,3
40596,3
40613,2
40629,2
40681,2
40688,2
40691,1
40735,2
40747,2
40758,2
40876,2
40912,0
40919,1
40927,1
40987,1
41008,2
41076,1
41108,1
41167,2
41170,1
41187,2
41192,1
41200,1
41258,2
41292,1
41309,1
41320,1
41351,2
41374,1
41389,2
41403,1
41409,2
41417,2
41438,2
41452,2
41486,1
41530,2
41537,2
41561,1
41680,1
41742,1
41747,0
41789,1
41815,2
41845,1
41852,3
41862,3
41873,2
41889,1
41895,1
41927,3
41928,1
41943,2
41985,0
42006,1
42046,1
42101,0
42103,0
42166,0
42190,1
42275,1
42276,2
42325,1
42357,1
42387,2
42390,1
42395,1
42417,2
42437,2
42519,1
42521,3
42554,1
42647,0
42666,2
42750,1
42751,2
42865,0
42868,2
42880,3
42932,2
42969,1
43008,1
43015,2
43039,2
43045,1
43051,2
43052,1
43086,1
43095,4
43127,0
43142,2
43186,1
43230,3
43263,1
43317,2
43324,2
43351,2
43413,4
43427,2
43439,2
43451,2
43538,1
43726,1
43749,4
43754,1
43765,2
43806,1
43837,2
43850,3
43901,3
43911,2
44029,2
44036,2
44062,3
44098,0
44134,2
44216,1
44279,1
44309,1
44342,2
44362,4
44384,1
44389,1
44427,2
44428,3
44440,1
44479,1
44506,2
44512,1
44559,2
44577,2
44594,1
44726,2
44761,2
44825,1
44829,0
44872,2
44878,0
44916,4
44924,1
44981,2
45055,2
45063,2
45069,2
45093,1
45098,1
45192,1
45238,0
45271,1
45349,4
45385,2
45394,2
45401,3
45418,2
45423,0
45435,2
45513,2
45542,2
45595,1
45608,2
45641,1
45643,2
45712,2
45906,2
45909,1
45980,1
46008,0
46034,1
46083,1
46123,1
46198,2
46241,3
46265,2
46327,1
46396,2
46403,1
46421,1
46424,1
46430,1
46463,2
46491,2
46503,1
46549,1
46568,1
46573,2
46582,2
46613,3
46709,1
46714,1
46755,2
46782,1
46857,4
46887,1
46906,2
46938,1
46974,1
47054,2
47066,1
47110,2
47113,0
47136,1
47163,2
47174,1
47209,3
47218,2
47267,2
47273,0
47285,2
47324,1
47454,1
47492,2
47588,4
47600,2
47701,2
47761,2
47769,1
47872,1
47984,2
48021,2
48056,2
48076,1
48120,2
48130,2
48196,2
48200,1
48220,1
48306,1
48372,0
48385,1
48412,1
48485,0
48495,1
48586,2
48689,2
48719,2
48725,2
48736,3
48763,3
48767,0
48816,2
48835,3
48856,2
48868,1
48899,1
48912,1
48934,1
48953,1
48955,1
48962,1
48996,2
49048,1
49125,2
49136,1
49150,3
49195,1
49225,1
49241,4
49330,2
49352,0
49381,2
49393,1
49409,2
49412,1
49431,4
49435,2
49445,1
49478,2
49534,1
49548,1
49581,1
49589,2
49615,1
49648,1
49672,2
49784,2
49835,2
49865,2
49922,1
49973,1
49976,1
49990,1
50020,1
50177,2
50181,1
50235,2
50272,4
50316,2
50324,4
50328,0
50374,3
50401,1
50440,0
50475,1
50496,4
50547,1
50580,1
50597,1
50671,2
50741,2
50789,2
50813,1
50833,1
50893,4
50903,1
50949,2
50955,2
50984,2
51023,1
51034,0
51041,4
51053,1
51064,1
51204,1
51229,3
51238,2
51265,1
51276,0
51277,1
51303,2
51347,2
51370,1
51478,1
51519,2
51530,1
51533,1
51655,1
51660,1
51690,1
51693,1
51709,1
51726,4
51748,1
51812,2
51852,2
51872,2
51930,2
51937,1
51949,2
52042,2
52051,2
52059,1
52065,3
52170,2
52200,2
52230,2
52236,2
52294,1
52297,1
52316,0
52342,2
52356,3
52392,2
52409,2
52412,1
52474,1
52495,2
52565,2
52577,1
52611,1
52786,3
52796,0
52829,2
52856,1
52862,2
52887,2
52901,3
52908,1
52928,1
52982,1
53020,1
53044,1
53065,2
53068,0
53160,1
53166,2
53285,3
53297,2
53310,1
53313,0
53330,0
53333,1
53375,0
53393,0
53396,2
53474,2
53482,1
53542,1
53545,1
53571,2
53602,1
53605,1
53620,1
53651,2
53652,4
53660,1
53719,2
53729,2
53756,1
53757,2
53815,1
53882,2
53883,2
53920,1
53924,2
53944,2
53998,1
54088,1
54132,2
54184,2
54189,2
54191,0
54225,0
54261,1
54341,3
54375,1
54415,1
54448,2
54465,2
54536,3
54538,1
54568,3
54583,2
54649,1
54663,1
54695,2
54730,3
54731,2
54754,1
54797,2
54890,2
54903,1
54925,2
54935,1
54960,1
55019,0
55046,1
55059,3
55124,1
55137,1
55141,2
55145,1
55156,2
55159,3
55176,3
55193,2
55355,2
55357,1
55371,2
55402,1
55421,1
55426,0
55495,2
55525,1
55532,2
55537,1
55564,2
55590,2
55638,4
55683,2
55686,2
55726,1
55765,2
55769,2
55783,2
55799,2
55817,3
55824,1
55845,2
55872,2
55879,2
55997,2
56005,2
56025,2
56033,2
56114,1
56194,2
56364,2
56368,2
56378,2
56385,2
56402,1
56422,0
56445,3
56498,2
56513,1
56536,2
56605,1
56606,1
56642,1
56650,1
56662,2
56703,2
56741,1
56746,2
56875,1
56908,3
56933,4
56951,2
56963,3
57095,1
57106,2
57157,0
57163,1
57166,1
57182,1
57247,0
57250,3
57272,4
57285,1
57289,2
57332,2
57336,1
57353,1
57398,2
57406,1
57442,2
57449,1
57467,0
57478,4
57492,2
57496,2
57500,2
57530,3
57554,3
57563,1
57575,2
57582,1
57598,1
57635,4
57651,4
57656,2
57664,1
57665,1
57672,1
57700,2
57721,1
57736,2
57771,2
57773,1
57800,1
57808,1
57887,2
57903,1
57940,2
57944,1
58010,2
58014,2
58119,1
58183,1
58184,2
58191,2
58197,1
58239,1
58271,2
58321,3
58328,4
58340,2
58352,0
58396,1
58491,1
58585,2
58616,2
58646,1
58657,1
58674,1
58708,3
58732,0
58749,0
58758,2
58765,2
58768,1
58864,1
58892,2
58924,2
59010,1
59084,2
59108,2
59114,0
59121,1
59144,2
59201,0
59216,0
59275,1
59287,1
59313,3
59385,3
59401,3
59504,2
59505,1
59550,1
59578,2
59593,2
59597,2
59657,1
59662,3
59666,1
59699,3
59722,2
59730,2
59748,1
59785,2
59789,2
59800,1
59808,2
59831,1
59854,3
59861,2
59893,1
59897,2
59910,1
59955,2
60009,2
60014,2
60033,2
60069,2
60113,2
60204,1
60214,1
60251,2
60309,1
60318,2
60335,2
60340,1
60357,1
60363,1
60378,2
60458,1
60473,3
60507,1
60540,4
60568,1
60735,3
60744,1
60752,1
60815,2
60820,1
60823,2
60826,1
60890,1
60891,0
60925,1
60954,2
61062,2
61120,1
61126,2
61135,2
61148,2
61150,2
61170,1
61257,2
61263,3
61331,2
61372,0
61511,1
61523,1
61546,2
61616,1
61661,1
61679,2
61721,1
61786,1
61829,1
61841,0
61888,2
61892,3
61899,2
61965,1
62038,1
62096,2
62133,2
62143,2
62145,2
62210,1
62213,1
62254,1
62331,2
62337,1
62361,1
62371,2
62392,2
62395,3
62467,1
62542,1
62553,2
62585,1
62623,2
62624,1
62678,1
62693,3
62694,1
62706,1
62895,2
62928,2
62986,1
62989,0
63010,1
63048,1
63074,1
63088,2
63090,2
63117,1
63122,1
63140,1
63173,3
63207,0
63224,2
63286,1
63301,2
63309,0
63436,1
63449,2
63470,1
63485,1
63531,1
63558,1
63580,4
63594,0
63612,1
63630,4
63659,1
63676,2
63689,0
63693,2
63722,1
63734,2
63735,1
63791,1
63808,1
63838,1
63860,1
63861,2
63902,2
63912,1
63934,1
63941,2
64011,3
64056,1
64072,1
64085,2
64231,2
64241,2
64271,1
64302,1
64305,2
64306,1
64317,4
64365,2
64389,3
64393,1
64395,1
64413,2
64415,2
64425,2
64456,1
64569,2
64584,1
64598,3
64624,1
64671,1
64701,3
64712,1
64740,1
64811,0
64818,2
64835,2
64848,2
64872,1
64873,1
64888,1
64918,0
64977,1
64983,2
65010,1
65085,2
65122,1
65157,1
65199,3
65210,2
65261,2
65306,2
65311,3
65367,2
65374,1
65422,2
65427,1
65441,1
65465,3
65495,1
65536,2
65539,2
65611,2
65612,1
65664,1
65718,1
65744,1
65767,1
65810,2
65850,2
65882,1
65911,1
65915,1
65927,2
65947,0
65955,1
65997,2
66011,1
66034,2
66055,2
66070,1
66105,1
66114,2
66331,2
66364,2
66489,3
66491,2
66512,1
66601,1
66615,2
66658,1
66677,2
66696,2
66750,1
66772,1
66777,1
66832,2
66899,0
66936,2
66940,2
66942,1
66948,1
66949,1
66982,1
67023,2
67105,2
67157,2
67164,2
67171,1
67228,1
67238,2
67249,2
67365,4
67398,1
67460,2
67498,2
67500,1
67502,3
67524,3
67581,1
67584,2
67606,1
67609,3
67618,1
67659,1
67711,2
67751,1
67855,2
67857,2
67898,2
67902,1
67917,0
68061,1
68081,2
68135,4
68137,1
68186,1
68199,2
68200,1
68204,1
68210,1
68224,2
68227,2
68267,2
68402,3
68405,1
68447,2
68461,1
68468,1
68476,1
68516,1
68533,2
68546,4
68551,1
68580,1
68583,1
68649,1
68717,3
68731,1
68741,1
68750,1
68764,0
68787,1
68809,1
68812,2
68837,1
68875,2
68895,2
68901,1
68908,2
68921,2
68928,1
68931,1
68989,1
69073,0
69092,1
69109,2
69130,1
69165,1
69166,3
69218,0
69291,2
69320,1
69331,0
69375,4
69390,2
69437,1
69456,0
69459,2
69567,2
69634,1
69662,1
69708,3
69714,1
69720,1
69735,3
69755,1
69776,0
69799,4
69812,2
69827,1
69888,1
69912,1
70006,2
70008,1
70009,3
70021,2
70050,1
70051,2
70095,1
70109,1
70143,1
70178,1
70192,1
70274,2
70342,1
70381,2
70396,2
70397,2
70448,2
70454,2
70500,1
70505,2
70513,2
70530,4
70560,4
70589,1
70642,2
70647,2
70711,2
70729,1
70732,2
70735,2
70764,4
70767,0
70878,2
70943,1
70951,1
70991,2
70997,1
71003,2
71065,1
71075,1
71076,1
71097,1
71108,1
71114,1
71134,4
71160,2
71164,1
71165,1
71187,2
71189,3
71190,2
71215,1
71278,1
71298,2
71300,4
71303,1
71309,1
71345,3
71353,2
71363,2
71403,2
71429,1
71463,1
71476,2
71511,2
71537,2
71554,1
71575,0
71577,0
71586,1
71635,0
71655,1
71656,2
71741,2
71803,0
71841,2
71917,1
71947,1
71963,3
72002,1
72011,1
72061,2
72099,2
72123,1
72196,2
72208,1
72220,2
72240,2
72243,2
72275,2
72383,1
72401,1
72530,2
72554,5
72569,2
72589,1
72595,1
72641,3
72644,2
72682,1
72684,3
72722,1
72881,1
72921,2
72926,1
72950,0
72973,1
72976,0
73027,3
73076,2
73154,1
73168,1
73201,1
73258,3
73276,0
73328,1
73351,2
73397,1
73421,3
73433,1
73466,2
73478,1
73595,1
73645,1
73684,1
73694,1
73743,1
73763,1
73777,1
73808,2
73872,2
73873,2
73893,2
73902,1
73946,1
74044,1
74101,2
74117,2
74134,2
74163,1
74167,2
74198,1
74259,2
74282,2
74318,2
74351,1
74364,1
74366,1
74369,2
74445,2
74488,2
74504,2
74634,2
74640,3
74723,2
74747,2
74773,0
74783,2
74855,1
74882,1
74894,1
74941,1
75043,1
75050,1
75067,0
75090,2
75102,2
75106,4
75110,2
75125,1
75133,1
75148,2
75165,1
75167,2
75175,2
75190,1
75201,1
75291,1
75381,1
75419,1
75510,1
75543,1
75549,4
75568,2
75603,1
75649,2
75672,1
75805,1
75836,2
75855,1
75925,2
76073,2
76114,2
76137,1
76147,3
76189,1
76272,4
76338,2
76351,4
76363,2
76488,2
76541,1
76637,1
76667,1
76682,0
76683,1
76777,2
76833,3
76846,1
76863,0
76901,1
76907,1
77000,2
77019,0
77049,1
77161,2
77194,1
77201,1
77222,1
77275,1
77282,4
77287,1
77308,1
77327,1
77431,1
77446,1
77451,1
77509,2
77510,1
77518,1
77610,3
77613,1
77700,4
77703,1
77709,3
77719,2
77733,1
77772,2
77778,2
77787,3
77834,1
77917,1
77933,2
77947,4
77962,2
77995,2
78028,0
78030,1
78062,1
78080,1
78113,1
78146,1
78164,0
78193,2
78197,0
78217,1
78245,1
78261,1
78287,2
78295,2
78305,1
78327,1
78365,1
78380,3
78382,2
78385,2
78405,1
78407,1
78456,2
78528,1
78606,1
78671,1
78677,0
78693,2
78735,1
78750,2
78779,2
78805,1
78810,1
78820,2
78883,1
78887,2
78991,1
79020,4
79035,1
79057,2
79093,4
79106,2
79160,1
79196,1
79201,2
79222,0
79254,0
79290,3
79386,1
79422,2
79524,2
79567,1
79594,1
79666,1
79672,1
79739,2
79745,2
79755,1
79795,0
79812,1
79821,1
79831,2
79833,1
79869,1
80017,1
80035,4
80046,1
80069,0
80085,2
80099,2
80100,2
80125,1
80152,3
80171,2
80216,1
80244,1
80245,1
80278,1
80294,1
80300,1
80327,2
80328,1
80362,2
80397,3
80406,1
80417,2
80471,1
80480,2
80524,1
80546,1
80551,2
80585,1
80619,2
80624,1
80661,2
80694,2
80710,1
80768,2
80776,3
80822,2
80853,1
80877,1
80934,2
80947,0
80962,4
80972,1
81003,2
81068,2
81085,1
81094,2
81109,4
81116,1
81117,3
81134,1
81141,1
81187,2
81212,2
81241,2
81263,0
81280,2
81304,1
81312,2
81333,0
81371,1
81587,2
81599,4
81623,1
81630,1
81751,1
81793,1
81806,2
81823,1
81900,4
81953,1
81964,4
81975,3
82010,1
82012,2
82061,1
82106,1
82138,2
82143,1
82145,1
82247,1
82315,1
82319,2
82330,1
82420,2
82428,1
82443,1
82476,3
82490,1
82492,1
82507,2
82512,2
82532,2
82548,1
82583,1
82586,1
82589,2
82604,3
82653,2
82697,1
82701,2
82754,2
82867,1
82876,2
82941,2
83045,2
83052,3
83177,2
83179,2
83194,1
83215,1
83257,2
83283,1
83310,1
83353,2
83390,1
83445,1
83448,2
83468,2
83535,2
83540,1
83554,1
83615,4
83620,2
83635,1
83646,0
83669,1
83791,2
83833,1
83841,2
83862,1
83863,2
83872,1
83880,1
83905,2
83921,1
83933,1
83955,1
83961,2
83976,2
83980,2
83984,1
83999,4
84015,1
84033,3
84060,1
84075,2
84136,2
84163,1
84231,1
84264,2
84274,1
84326,2
84330,4
84343,4
84397,3
84438,2
84488,4
84489,3
84520,1
84536,2
84548,1
84600,2
84605,2
84616,2
84653,2
84654,2
84669,2
84673,1
84674,3
84699,2
84753,2
84776,1
84791,2
84794,2
84861,2
84900,2
84902,1
84904,2
84914,2
84954,1
84972,2
84979,1
84981,2
85061,1
85068,0
85069,0
85094,2
85124,1
85135,1
85136,1
85180,1
85249,1
85262,0
85370,1
85447,1
85455,1
85467,1
85479,2
85493,2
85587,2
85614,4
85667,1
85684,1
85689,2
85694,3
85702,1
85710,1
85719,0
85736,1
